user_id,age,gender,country,profession,primary_platform,platforms_used_count,daily_usage_hours,sessions_per_day,avg_session_duration_min,preferred_device,peak_usage_time,followers_count,following_count,posts_per_week,likes_given_per_day,comments_per_day,shares_per_day,dms_sent_per_day,preferred_content_type,scroll_speed,ad_click_rate,purchased_via_social_media,monthly_spend_via_social_usd,primary_purpose,sleep_disruption,self_reported_mental_health_score,screen_time_concern,notification_frequency,privacy_setting,influencer_status,account_join_date,mood_while_scrolling,takes_social_media_breaks,age_group,account_tenure_days,mental_health_level,total_engagement
USR01019,24,Female,Canada,Entrepreneur,Instagram,1,5.6,4,84.0,Smartphone,Evening (6-9pm),94,972,3,21,6,3,13,Memes,Fast,0.133,Yes,8.37,News & Updates,Mild impact,4.9,Somewhat,Do Not Disturb,Friends Only,No,2023-09-21,Neutral,Yes,18-24,958,Medium,30
USR01020,30,Male,UAE,Doctor,YouTube,4,1.1,2,33.0,Tablet,Night (9pm-12am),752,42,3,20,4,1,8,Videos,Fast,0.078,No,0.0,News & Updates,Mild impact,5.8,No,Always On,Friends Only,No,2023-08-27,Bored,Occasionally,25-34,983,Medium,25
USR01021,31,Male,UK,Student,Instagram,1,2.0,6,20.0,Smartphone,Morning (6-10am),242,104,3,27,4,4,8,Videos,Slow,0.044,Yes,20.29,News & Updates,No impact,8.2,Yes,Always On,Friends Only,No,2022-09-18,Happy,Occasionally,25-34,1326,High,35
USR01022,22,Male,India,Researcher,Instagram,1,2.3,5,27.6,Smartphone,Afternoon (12-4pm),480,267,2,20,5,0,6,Photos,Medium,0.237,Yes,4.77,Networking,No impact,6.8,No,Selected,Friends Only,No,2022-12-30,Bored,Yes,18-24,1223,Medium,25
USR01023,26,Female,USA,Marketer,Snapchat,3,1.5,1,90.0,Smartphone,Afternoon (12-4pm),1614,73,3,12,4,2,9,News,Slow,0.07,Sometimes,19.57,Entertainment,Mild impact,3.1,No,Selected,Friends Only,No,2022-01-04,Happy,Occasionally,25-34,1583,Low,18
USR01024,44,Male,Canada,Researcher,TikTok,4,2.3,8,17.2,Laptop,Night (9pm-12am),384,1669,1,20,5,0,5,Videos,Fast,0.198,No,0.0,News & Updates,No impact,3.0,No,Always On,Friends Only,No,2024-03-12,Neutral,Yes,35-44,785,Low,25
USR01025,40,Male,UK,Doctor,Instagram,1,2.6,6,26.0,Smartphone,Evening (6-9pm),88,1329,4,18,3,1,12,Educational,Medium,0.088,Sometimes,22.53,Business/Marketing,Mild impact,5.3,No,Selected,Friends Only,No,2022-03-08,Relaxed,No,35-44,1520,Medium,22
USR01026,30,Female,India,Researcher,LinkedIn,4,2.2,1,132.0,Smart TV,Afternoon (12-4pm),604,128,4,17,3,1,9,Memes,Medium,0.111,No,0.0,News & Updates,No impact,7.2,Yes,Selected,Friends Only,No,2023-01-08,Happy,No,25-34,1214,High,21
USR01027,27,Female,Canada,Other,Instagram,1,3.2,9,21.3,Tablet,Morning (6-10am),131,2081,2,13,5,0,8,Entertainment,Medium,0.158,No,0.0,News & Updates,Mild impact,7.2,No,Selected,Private,No,2023-10-14,Inspired,Yes,25-34,935,High,18
USR01028,27,Male,Brazil,Doctor,Snapchat,4,6.8,3,136.0,Laptop,Late Night (12am+),408,243,1,13,3,2,6,Memes,Medium,0.074,No,0.0,News & Updates,Moderate impact,4.6,Yes,Always On,Private,No,2023-03-29,Relaxed,Occasionally,25-34,1134,Medium,18
USR01029,31,Female,Pakistan,Entrepreneur,Instagram,4,0.8,9,5.3,Tablet,Morning (6-10am),7457,5471,3,17,4,2,8,Videos,Fast,0.166,Sometimes,3.5,Networking,Severe impact,7.4,No,Selected,Friends Only,No,2022-08-02,Inspired,Occasionally,25-34,1373,High,23
USR01030,18,Male,India,Freelancer,Instagram,4,2.9,4,43.5,Smartphone,Night (9pm-12am),408,291,3,10,5,3,4,Photos,Medium,0.231,Sometimes,27.9,Networking,No impact,6.7,Yes,Always On,Public,No,2024-10-13,Inspired,Occasionally,18-24,570,Medium,18
USR01031,24,Female,UK,Engineer,TikTok,3,1.1,3,22.0,Smartphone,Evening (6-9pm),16118,488,2,19,3,0,8,Memes,Medium,0.042,No,0.0,Learning,Severe impact,4.3,Somewhat,Always On,Public,Yes,2022-10-16,Neutral,Occasionally,18-24,1298,Medium,22
USR01032,13,Female,Brazil,Other,Instagram,5,0.8,7,6.9,Laptop,Evening (6-9pm),8751,1312,4,17,3,2,5,Entertainment,Medium,0.092,Sometimes,48.07,Business/Marketing,Mild impact,5.1,Somewhat,Always On,Private,No,2023-11-10,Relaxed,Occasionally,Under 18,908,Medium,22
USR01033,30,Male,Canada,Doctor,Facebook,1,4.7,5,56.4,Desktop,Afternoon (12-4pm),234,1133,4,16,3,3,6,News,Slow,0.097,No,0.0,Business/Marketing,Moderate impact,2.7,No,Selected,Public,No,2022-06-09,Neutral,No,25-34,1427,Low,22
USR01034,32,Male,USA,Other,Instagram,3,3.1,6,31.0,Smartphone,Night (9pm-12am),90,451,2,18,5,2,12,Stories,Fast,0.204,Sometimes,0.98,Networking,Moderate impact,4.1,No,Always On,Public,No,2023-05-03,Happy,No,25-34,1099,Medium,25
USR01035,23,Female,India,Engineer,Instagram,1,0.7,3,14.0,Smartphone,Evening (6-9pm),605,206,4,18,2,1,4,Photos,Medium,0.113,Sometimes,35.29,Learning,Severe impact,2.8,No,Off,Friends Only,No,2023-12-12,Bored,No,18-24,876,Low,21
USR01036,39,Male,UK,Designer,YouTube,1,2.3,7,19.7,Smartphone,Evening (6-9pm),5302,453,3,20,5,2,5,Educational,Medium,0.156,No,0.0,Entertainment,Mild impact,3.4,No,Selected,Private,No,2023-10-17,Happy,Yes,35-44,932,Low,27
USR01037,17,Female,Germany,Marketer,TikTok,2,1.3,5,15.6,Desktop,Evening (6-9pm),275,91,1,14,1,2,16,Stories,Fast,0.084,Sometimes,51.54,News & Updates,No impact,9.2,No,Selected,Public,No,2022-12-10,Happy,Yes,Under 18,1243,High,17
USR01038,15,Female,UAE,Designer,TikTok,2,2.3,8,17.2,Tablet,Evening (6-9pm),3410,293,4,24,3,2,10,Memes,Slow,0.014,No,0.0,Learning,Mild impact,5.5,Yes,Selected,Public,No,2022-07-01,Relaxed,Occasionally,Under 18,1405,Medium,29
USR01039,28,Female,Canada,Engineer,Instagram,3,4.0,7,34.3,Desktop,Afternoon (12-4pm),5855,64,0,20,3,1,9,Memes,Medium,0.235,Sometimes,101.72,Learning,Mild impact,3.0,Somewhat,Selected,Private,No,2023-11-19,Bored,Yes,25-34,899,Low,24
USR01040,35,Female,Australia,Entrepreneur,Instagram,1,3.8,3,76.0,Desktop,Night (9pm-12am),165,28,5,23,4,3,10,Entertainment,Medium,0.15,Sometimes,10.86,Business/Marketing,Moderate impact,7.0,No,Selected,Friends Only,No,2024-07-03,Bored,No,35-44,672,Medium,30
USR01041,40,Male,Germany,Doctor,YouTube,3,2.0,5,24.0,Smartphone,Morning (6-10am),196,259,1,21,4,5,7,Stories,Slow,0.088,No,0.0,Business/Marketing,Moderate impact,6.7,Somewhat,Do Not Disturb,Friends Only,No,2022-01-24,Inspired,Yes,35-44,1563,Medium,30
USR01042,23,Male,USA,Researcher,Twitter/X,5,4.8,9,32.0,Smart TV,Afternoon (12-4pm),2398,1112,4,17,4,3,15,Memes,Slow,0.104,No,0.0,Socializing,No impact,6.5,No,Always On,Private,No,2023-06-28,Bored,No,18-24,1043,Medium,24
USR01043,35,Female,India,Researcher,YouTube,5,5.9,5,70.8,Laptop,Evening (6-9pm),874,743,2,27,4,3,9,Educational,Medium,0.041,Sometimes,60.28,Entertainment,Mild impact,4.6,Yes,Always On,Public,No,2023-03-06,Happy,Yes,35-44,1157,Medium,34
USR01044,26,Male,India,Freelancer,Twitter/X,2,4.1,6,41.0,Smartphone,Evening (6-9pm),193,221,1,15,5,1,8,Educational,Medium,0.103,Yes,1.36,Entertainment,No impact,7.3,Yes,Do Not Disturb,Friends Only,No,2023-05-27,Neutral,Occasionally,25-34,1075,High,21
USR01045,25,Female,Pakistan,Teacher,YouTube,2,1.7,4,25.5,Smartphone,Night (9pm-12am),352,1990,5,18,6,2,8,News,Medium,0.202,Sometimes,18.45,Entertainment,Moderate impact,4.2,No,Off,Private,No,2022-05-19,Inspired,No,25-34,1448,Medium,26
USR01046,34,Female,India,Marketer,Twitter/X,3,2.4,6,24.0,Desktop,Morning (6-10am),585,123,3,18,5,3,10,Educational,Medium,0.072,No,0.0,Learning,Severe impact,7.6,Somewhat,Selected,Friends Only,No,2023-12-19,Neutral,Occasionally,25-34,869,High,26
USR01047,32,Female,Canada,Researcher,Instagram,5,6.6,6,66.0,Smart TV,Night (9pm-12am),39,24,2,27,8,3,5,News,Slow,0.039,Sometimes,37.03,Socializing,Moderate impact,7.8,No,Always On,Friends Only,No,2023-06-10,Bored,No,25-34,1061,High,38
USR01048,14,Male,Canada,Engineer,Twitter/X,5,2.1,5,25.2,Smartphone,Morning (6-10am),2639,17,2,19,2,2,9,Educational,Fast,0.026,No,0.0,Entertainment,Moderate impact,6.1,No,Do Not Disturb,Private,No,2022-08-10,Neutral,Occasionally,Under 18,1365,Medium,23
USR01049,38,Female,Pakistan,Researcher,LinkedIn,3,3.8,6,38.0,Laptop,Morning (6-10am),280,59,7,23,2,3,14,News,Fast,0.023,No,0.0,Socializing,No impact,3.6,Yes,Do Not Disturb,Public,No,2022-01-03,Happy,No,35-44,1584,Low,28
USR01050,38,Male,Nigeria,Marketer,Instagram,5,1.5,4,22.5,Laptop,Morning (6-10am),4,651,4,25,1,3,8,News,Slow,0.162,Yes,16.48,Entertainment,No impact,7.6,Yes,Always On,Public,No,2022-04-09,Stressed,Yes,35-44,1488,High,29
USR01051,21,Male,India,Engineer,YouTube,2,4.8,4,72.0,Smartphone,Afternoon (12-4pm),637,114,2,26,2,5,8,Educational,Medium,0.179,Sometimes,61.16,Networking,Mild impact,5.1,Yes,Always On,Friends Only,No,2024-03-01,Bored,No,18-24,796,Medium,33
USR01052,30,Male,Pakistan,Engineer,Snapchat,3,1.4,7,12.0,Smartphone,Evening (6-9pm),175,425,0,16,3,1,8,Educational,Medium,0.206,Yes,23.12,Networking,Severe impact,6.7,No,Do Not Disturb,Public,No,2024-06-16,Bored,No,25-34,689,Medium,20
USR01053,30,Female,UK,Student,Twitter/X,4,2.4,7,20.6,Smartphone,Late Night (12am+),13903,1764,2,20,3,6,10,Videos,Medium,0.033,No,0.0,Socializing,Mild impact,7.4,Somewhat,Always On,Public,Yes,2024-05-09,Stressed,Yes,25-34,727,High,29
USR01054,29,Female,UK,Marketer,Twitter/X,4,3.7,5,44.4,Smartphone,Afternoon (12-4pm),231,65,1,27,2,3,9,Memes,Medium,0.018,No,0.0,Learning,Moderate impact,4.7,Yes,Selected,Public,No,2022-12-07,Stressed,No,25-34,1246,Medium,32
USR01055,22,Female,Canada,Researcher,Pinterest,4,7.4,3,148.0,Tablet,Night (9pm-12am),92,434,2,22,8,2,6,Reels/Shorts,Slow,0.036,Sometimes,0.06,Entertainment,No impact,10.0,Yes,Always On,Public,No,2024-04-27,Stressed,Yes,18-24,739,High,32
USR01056,21,Female,Pakistan,Student,Instagram,5,3.0,3,60.0,Smartphone,Late Night (12am+),1659,467,3,26,6,0,8,Educational,Slow,0.086,No,0.0,Learning,Moderate impact,6.1,No,Selected,Friends Only,No,2024-10-06,Inspired,Occasionally,18-24,577,Medium,32
USR01057,26,Female,Pakistan,Designer,Twitter/X,2,2.2,3,44.0,Smartphone,Afternoon (12-4pm),202,87,3,14,1,1,4,Memes,Fast,0.249,Yes,39.21,Networking,Moderate impact,5.0,Yes,Always On,Public,No,2024-02-15,Happy,Occasionally,25-34,811,Medium,16
USR01058,36,Male,Germany,Doctor,TikTok,2,2.0,2,60.0,Smartphone,Evening (6-9pm),163,1242,3,19,4,3,10,News,Fast,0.041,No,0.0,Entertainment,Mild impact,8.0,No,Selected,Private,No,2023-12-21,Bored,No,35-44,867,High,26
USR01059,31,Male,UAE,Student,Facebook,5,4.7,6,47.0,Smartphone,Night (9pm-12am),1664,173,4,22,2,2,8,Memes,Medium,0.368,Yes,30.32,Learning,Moderate impact,9.0,Somewhat,Do Not Disturb,Private,No,2024-02-08,Relaxed,No,25-34,818,High,26
USR01060,24,Female,India,Doctor,Twitter/X,2,3.5,3,70.0,Smartphone,Evening (6-9pm),102,154,1,24,7,0,6,Reels/Shorts,Medium,0.011,Yes,20.87,News & Updates,Moderate impact,2.5,No,Selected,Public,No,2022-07-27,Relaxed,Occasionally,18-24,1379,Low,31
USR01061,33,Female,Germany,Entrepreneur,LinkedIn,3,4.0,3,80.0,Smartphone,Evening (6-9pm),48,3083,4,23,5,2,15,Memes,Medium,0.125,No,0.0,Networking,Mild impact,3.7,Yes,Do Not Disturb,Friends Only,No,2024-09-08,Relaxed,Occasionally,25-34,605,Low,30
USR01062,13,Male,Canada,Teacher,Instagram,3,6.3,11,34.4,Laptop,Evening (6-9pm),14865,458,4,19,3,1,6,Photos,Medium,0.03,No,0.0,Learning,Moderate impact,4.8,Yes,Selected,Private,Yes,2023-04-07,Neutral,Yes,Under 18,1125,Medium,23
USR01063,36,Male,Nigeria,Doctor,Instagram,5,2.7,4,40.5,Tablet,Evening (6-9pm),1887,742,2,21,2,1,8,Educational,Medium,0.097,Yes,7.58,Socializing,Mild impact,10.0,No,Selected,Private,No,2022-11-30,Neutral,No,35-44,1253,High,24
USR01064,13,Male,Pakistan,Marketer,Facebook,2,3.3,10,19.8,Smartphone,Evening (6-9pm),413,1243,4,16,3,1,3,Entertainment,Fast,0.168,Yes,4.98,Learning,Mild impact,5.3,Somewhat,Selected,Public,No,2024-07-13,Relaxed,Occasionally,Under 18,662,Medium,20
USR01065,24,Male,Pakistan,Student,Instagram,5,2.0,8,15.0,Smartphone,Afternoon (12-4pm),660,112,6,16,4,2,4,Memes,Medium,0.124,No,0.0,Entertainment,Mild impact,8.9,Somewhat,Always On,Friends Only,No,2022-05-31,Bored,Occasionally,18-24,1436,High,22
USR01066,18,Male,USA,Designer,TikTok,2,1.5,3,30.0,Smartphone,Night (9pm-12am),1653,1096,6,19,3,1,12,Educational,Fast,0.272,Sometimes,100.05,Networking,No impact,6.6,Yes,Selected,Public,No,2022-03-10,Relaxed,Yes,18-24,1518,Medium,23
USR01067,16,Male,UAE,Other,Facebook,2,1.7,7,14.6,Smartphone,Night (9pm-12am),3835,133,2,14,3,3,11,Educational,Medium,0.029,Sometimes,8.25,Entertainment,Mild impact,3.6,Yes,Always On,Public,No,2023-08-27,Relaxed,Occasionally,Under 18,983,Low,20
USR01068,36,Female,USA,Doctor,Twitter/X,3,0.5,5,6.0,Laptop,Evening (6-9pm),170,127,2,22,6,1,10,Entertainment,Medium,0.138,Yes,21.65,Entertainment,Mild impact,7.8,No,Always On,Public,No,2022-02-11,Inspired,Occasionally,35-44,1545,High,29
USR01069,23,Male,Pakistan,Doctor,TikTok,3,3.7,3,74.0,Laptop,Morning (6-10am),1285,176,0,21,4,1,14,Entertainment,Medium,0.319,Sometimes,104.93,Entertainment,No impact,6.8,Yes,Selected,Friends Only,No,2023-10-15,Inspired,Yes,18-24,934,Medium,26
USR01070,29,Male,UAE,Entrepreneur,Pinterest,3,3.4,5,40.8,Desktop,Late Night (12am+),267,115,3,18,6,4,6,Videos,Medium,0.369,Yes,7.9,News & Updates,Mild impact,4.6,Yes,Selected,Friends Only,No,2023-06-19,Inspired,Occasionally,25-34,1052,Medium,28
USR01071,26,Female,Pakistan,Student,Twitter/X,1,3.6,6,36.0,Laptop,Afternoon (12-4pm),473,656,1,21,3,1,5,Educational,Fast,0.211,No,0.0,Networking,Mild impact,5.0,Yes,Selected,Public,No,2022-08-03,Stressed,Occasionally,25-34,1372,Medium,25
USR01072,30,Male,India,Teacher,Twitter/X,5,1.4,5,16.8,Tablet,Afternoon (12-4pm),888,337,5,17,7,1,9,Educational,Medium,0.077,Sometimes,22.77,Learning,Moderate impact,4.3,No,Selected,Friends Only,No,2022-06-01,Stressed,No,25-34,1435,Medium,25
USR01073,27,Female,Canada,Other,Facebook,4,1.7,5,20.4,Laptop,Evening (6-9pm),657,135,5,16,4,1,8,Reels/Shorts,Medium,0.12,No,0.0,Business/Marketing,Mild impact,5.1,Yes,Do Not Disturb,Friends Only,No,2023-12-02,Inspired,Occasionally,25-34,886,Medium,21
USR01074,16,Female,USA,Student,Instagram,2,1.7,2,51.0,Laptop,Evening (6-9pm),2499,549,3,18,6,1,8,Educational,Slow,0.068,No,0.0,Socializing,Mild impact,7.4,No,Selected,Private,No,2022-12-15,Stressed,Yes,Under 18,1238,High,25
USR01075,34,Female,Nigeria,Teacher,YouTube,1,5.1,6,51.0,Smartphone,Morning (6-10am),1598,175,2,26,1,2,10,Educational,Fast,0.136,Sometimes,12.61,Entertainment,Severe impact,4.6,Somewhat,Selected,Friends Only,No,2024-02-08,Neutral,Yes,25-34,818,Medium,29
USR01076,23,Female,Germany,Designer,Snapchat,3,2.9,5,34.8,Smartphone,Night (9pm-12am),44,165,3,11,5,3,6,Stories,Fast,0.081,Yes,5.4,Entertainment,Mild impact,6.4,Yes,Do Not Disturb,Friends Only,No,2022-11-26,Relaxed,Yes,18-24,1257,Medium,19
USR01077,14,Male,Nigeria,Teacher,Facebook,5,2.7,4,40.5,Laptop,Afternoon (12-4pm),57,259,4,17,6,1,5,Memes,Fast,0.085,Yes,19.47,News & Updates,No impact,6.8,Somewhat,Selected,Public,No,2022-06-03,Inspired,No,Under 18,1433,Medium,24
USR01078,23,Female,UK,Engineer,YouTube,2,4.2,7,36.0,Smartphone,Morning (6-10am),341,426,2,21,10,2,4,Entertainment,Slow,0.075,Sometimes,4.02,Learning,Moderate impact,6.1,Yes,Selected,Public,No,2022-07-10,Bored,No,18-24,1396,Medium,33
USR01079,39,Female,Australia,Entrepreneur,YouTube,2,1.7,5,20.4,Laptop,Afternoon (12-4pm),17881,390,3,30,4,3,12,Videos,Medium,0.332,Sometimes,30.99,Socializing,Severe impact,3.3,No,Selected,Private,Yes,2023-11-24,Neutral,Yes,35-44,894,Low,37
USR01080,33,Prefer not to say,UAE,Entrepreneur,Instagram,1,3.3,6,33.0,Tablet,Afternoon (12-4pm),143,158,2,15,9,2,7,Memes,Medium,0.143,No,0.0,Entertainment,No impact,7.5,Yes,Selected,Public,No,2024-09-15,Stressed,No,25-34,598,High,26
USR01081,24,Female,UK,Other,Twitter/X,3,8.0,6,80.0,Laptop,Afternoon (12-4pm),457,676,2,21,3,4,12,Videos,Fast,0.054,No,0.0,Entertainment,Moderate impact,4.1,Somewhat,Always On,Public,No,2022-03-05,Neutral,Yes,18-24,1523,Medium,28
USR01082,24,Female,UAE,Entrepreneur,TikTok,4,5.6,6,56.0,Laptop,Night (9pm-12am),253,187,1,27,7,1,5,Memes,Fast,0.023,Yes,80.9,Networking,Mild impact,5.2,No,Always On,Friends Only,No,2024-06-02,Stressed,Occasionally,18-24,703,Medium,35
USR01083,24,Female,USA,Student,TikTok,2,3.3,3,66.0,Smartphone,Evening (6-9pm),245,111,1,22,2,0,7,Reels/Shorts,Medium,0.025,Sometimes,14.82,Learning,No impact,5.4,No,Always On,Public,No,2022-12-04,Inspired,No,18-24,1249,Medium,24
USR01084,43,Prefer not to say,India,Freelancer,Twitter/X,3,2.8,5,33.6,Smartphone,Afternoon (12-4pm),916,42,5,20,5,1,10,News,Medium,0.022,No,0.0,Networking,Mild impact,6.1,Yes,Selected,Public,No,2024-06-08,Happy,Yes,35-44,697,Medium,26
USR01085,30,Male,Germany,Entrepreneur,TikTok,1,3.6,4,54.0,Smartphone,Night (9pm-12am),8278,796,2,23,3,1,11,Stories,Slow,0.135,No,0.0,Socializing,Moderate impact,6.4,Yes,Always On,Friends Only,No,2022-11-18,Neutral,No,25-34,1265,Medium,27
USR01086,30,Female,Canada,Engineer,Instagram,5,6.1,8,45.8,Smartphone,Night (9pm-12am),1511,248,5,25,4,2,7,Stories,Slow,0.241,Yes,9.93,Socializing,Mild impact,7.4,No,Do Not Disturb,Friends Only,No,2022-04-20,Stressed,Yes,25-34,1477,High,31
USR01087,35,Male,UAE,Researcher,Twitter/X,5,5.8,3,116.0,Laptop,Morning (6-10am),156,315,2,19,7,0,6,Entertainment,Slow,0.139,No,0.0,Business/Marketing,Mild impact,5.6,Somewhat,Selected,Public,No,2022-07-27,Bored,No,35-44,1379,Medium,26
USR01088,28,Female,Canada,Engineer,Facebook,1,6.7,2,201.0,Smartphone,Night (9pm-12am),94448,858,1,22,3,0,10,News,Fast,0.164,Sometimes,2.12,Learning,No impact,4.0,Yes,Do Not Disturb,Public,Yes,2023-11-10,Happy,Occasionally,25-34,908,Low,25
USR01089,24,Prefer not to say,UK,Doctor,TikTok,4,3.1,1,186.0,Smartphone,Evening (6-9pm),766,137,5,22,8,0,2,Reels/Shorts,Slow,0.289,No,0.0,Networking,Moderate impact,8.2,Somewhat,Do Not Disturb,Friends Only,No,2023-02-25,Happy,No,18-24,1166,High,30
USR01090,25,Male,India,Teacher,Instagram,5,0.5,7,4.3,Smartphone,Night (9pm-12am),235,47,4,22,3,1,7,Reels/Shorts,Fast,0.263,Sometimes,9.49,Business/Marketing,No impact,5.5,No,Selected,Friends Only,No,2023-01-25,Relaxed,Yes,25-34,1197,Medium,26
USR01091,26,Male,India,Doctor,LinkedIn,1,7.7,3,154.0,Laptop,Night (9pm-12am),8448,266,3,25,1,3,8,Memes,Medium,0.052,Yes,45.8,Business/Marketing,No impact,5.9,No,Always On,Public,No,2024-04-18,Neutral,Occasionally,25-34,748,Medium,29
USR01092,26,Female,UK,Researcher,Instagram,5,1.5,2,45.0,Smartphone,Evening (6-9pm),285,354,1,17,4,3,6,Entertainment,Fast,0.043,Sometimes,5.85,Entertainment,Severe impact,4.4,Yes,Off,Public,No,2023-06-28,Stressed,Occasionally,25-34,1043,Medium,24
USR01093,32,Female,Germany,Designer,Snapchat,1,4.2,4,63.0,Smartphone,Morning (6-10am),13269,178,6,22,4,1,11,Reels/Shorts,Fast,0.005,Sometimes,10.43,Networking,Moderate impact,4.6,Yes,Off,Friends Only,Yes,2023-07-31,Stressed,Yes,25-34,1010,Medium,27
USR01094,27,Female,USA,Engineer,Instagram,5,0.5,6,5.0,Laptop,Evening (6-9pm),138,1434,2,18,3,2,6,Memes,Fast,0.053,Sometimes,68.76,Socializing,Mild impact,8.8,No,Always On,Public,No,2023-09-02,Inspired,Yes,25-34,977,High,23
USR01095,32,Female,Pakistan,Freelancer,Instagram,4,2.7,2,81.0,Smartphone,Afternoon (12-4pm),8725,12,3,16,4,2,6,Photos,Medium,0.149,Sometimes,20.1,News & Updates,No impact,3.7,Somewhat,Do Not Disturb,Public,No,2023-05-02,Relaxed,Yes,25-34,1100,Low,22
USR01096,26,Male,Canada,Researcher,YouTube,1,2.1,7,18.0,Laptop,Evening (6-9pm),955,938,0,22,4,3,5,News,Fast,0.199,No,0.0,Learning,Mild impact,4.0,Yes,Always On,Public,No,2022-07-16,Stressed,Occasionally,25-34,1390,Low,29
USR01097,27,Female,Germany,Student,YouTube,4,6.7,4,100.5,Desktop,Morning (6-10am),6794,632,3,18,4,3,10,Entertainment,Fast,0.053,No,0.0,Learning,Severe impact,5.4,Yes,Always On,Friends Only,No,2022-04-12,Bored,Occasionally,25-34,1485,Medium,25
USR01098,13,Female,Pakistan,Entrepreneur,Twitter/X,4,3.3,10,19.8,Smartphone,Night (9pm-12am),20397,423,4,23,2,0,15,News,Slow,0.123,Sometimes,12.54,Socializing,Mild impact,6.8,No,Selected,Friends Only,Yes,2024-03-15,Stressed,Occasionally,Under 18,782,Medium,25
USR01099,34,Non-binary,Pakistan,Researcher,Facebook,2,2.6,8,19.5,Smartphone,Evening (6-9pm),86,4,4,17,2,2,9,Entertainment,Medium,0.205,No,0.0,News & Updates,No impact,4.5,Yes,Always On,Public,No,2024-10-02,Happy,Yes,25-34,581,Medium,21
USR01100,29,Male,Australia,Researcher,Twitter/X,1,3.5,6,35.0,Smartphone,Evening (6-9pm),6610,1142,4,23,3,2,6,Memes,Fast,0.132,Yes,119.32,Business/Marketing,Severe impact,3.4,Yes,Do Not Disturb,Friends Only,No,2022-11-11,Inspired,Occasionally,25-34,1272,Low,28
USR01101,34,Male,USA,Marketer,TikTok,4,0.5,7,4.3,Smartphone,Night (9pm-12am),52,71,0,26,1,4,10,News,Fast,0.131,Yes,18.26,Socializing,Moderate impact,4.0,Yes,Selected,Friends Only,No,2022-04-22,Neutral,Yes,25-34,1475,Low,31
USR01102,13,Female,USA,Entrepreneur,Instagram,2,1.6,3,32.0,Smartphone,Afternoon (12-4pm),100,133,4,22,3,0,13,Memes,Medium,0.069,Sometimes,17.62,Learning,Mild impact,5.5,Yes,Do Not Disturb,Private,No,2024-01-09,Relaxed,Yes,Under 18,848,Medium,25
USR01103,43,Male,USA,Engineer,TikTok,2,1.8,4,27.0,Smartphone,Afternoon (12-4pm),156,199,5,19,4,2,8,Videos,Medium,0.04,Sometimes,133.04,Business/Marketing,Moderate impact,4.4,Somewhat,Always On,Friends Only,No,2022-01-08,Stressed,No,35-44,1579,Medium,25
USR01104,25,Female,UK,Other,Facebook,4,3.9,8,29.2,Laptop,Evening (6-9pm),1646,398,3,23,5,4,6,Educational,Medium,0.408,No,0.0,News & Updates,No impact,10.0,Somewhat,Do Not Disturb,Friends Only,No,2024-05-25,Neutral,No,25-34,711,High,32
USR01105,35,Female,UK,Doctor,YouTube,3,1.2,5,14.4,Smartphone,Late Night (12am+),705,527,2,12,4,0,12,Photos,Medium,0.092,No,0.0,Entertainment,Mild impact,9.8,Somewhat,Always On,Friends Only,No,2022-06-29,Happy,No,35-44,1407,High,16
USR01106,18,Prefer not to say,UK,Entrepreneur,Snapchat,1,3.0,4,45.0,Smartphone,Night (9pm-12am),492,714,3,20,6,1,6,Videos,Fast,0.156,No,0.0,Networking,No impact,8.3,No,Selected,Public,No,2023-08-27,Bored,No,18-24,983,High,27
USR01107,31,Male,USA,Marketer,YouTube,1,2.5,4,37.5,Smartphone,Afternoon (12-4pm),865,651,5,23,2,0,6,Photos,Medium,0.084,No,0.0,Learning,Moderate impact,6.9,Yes,Selected,Public,No,2024-09-10,Stressed,No,25-34,603,Medium,25
USR01108,18,Male,India,Other,Pinterest,3,1.7,5,20.4,Laptop,Evening (6-9pm),1928,331,0,14,2,4,10,Stories,Medium,0.037,No,0.0,Entertainment,Severe impact,6.9,No,Always On,Friends Only,No,2023-02-13,Happy,Yes,18-24,1178,Medium,20
USR01109,22,Female,UK,Teacher,Facebook,1,1.8,5,21.6,Smartphone,Evening (6-9pm),2214,403,4,16,3,1,3,News,Medium,0.101,No,0.0,Entertainment,Severe impact,8.6,No,Off,Public,No,2022-07-18,Happy,Occasionally,18-24,1388,High,20
USR01110,42,Female,USA,Entrepreneur,TikTok,4,2.4,4,36.0,Desktop,Afternoon (12-4pm),4767,66,1,15,5,1,5,Entertainment,Fast,0.132,Yes,115.23,News & Updates,Mild impact,6.4,Yes,Selected,Public,No,2022-02-22,Inspired,Yes,35-44,1534,Medium,21
USR01111,25,Male,USA,Teacher,Facebook,2,0.5,3,10.0,Smartphone,Afternoon (12-4pm),17607,99,6,23,3,1,9,Entertainment,Fast,0.032,Yes,2.12,Socializing,Mild impact,4.7,No,Do Not Disturb,Friends Only,Yes,2023-02-28,Stressed,Occasionally,25-34,1163,Medium,27
USR01112,28,Male,Brazil,Teacher,Instagram,2,4.2,6,42.0,Smartphone,Evening (6-9pm),640,716,3,30,7,0,10,Memes,Medium,0.145,No,0.0,Business/Marketing,Severe impact,10.0,Somewhat,Selected,Friends Only,No,2022-12-16,Inspired,Occasionally,25-34,1237,High,37
